yusuf haddad,yusuf,haddad,female,linkedin.com/in/yusuf-haddad-1091,yusuf-haddad-1091,100720629,,,,government administration,biotechnology,essential services broker,['vp'],florida-atlantic-university,florida atlantic university,,1001-5000,,government administration,,,,,,,,,,,,,2023-09,"wilmington, delaware, united states",wilmington,,delaware,united states,north america,,,892.0,"45,000-55,000",4.0,Biotechnology at Florida Atlantic University. 18 years across government administration.,[],[],"['chess', 'history']","['interviews', 'lean manufacturing', 'engineering', 'sigint', 'electronic warfare', 'computer security', 'military', 'security clearance', 'military aviation', 'banking', 'firearms', 'intelligence analysis', 'strategic communications', 'continuous improvement', 'first aid', 'supply chain management', 'broadcast journalism', 'storytelling', 'electronics', 'system', 'crisis management', 'feature articles', 'materials']","['wilmington, delaware, united states']",['delaware'],['united states'],[],"[{'company': {'name': 'florida atlantic university', 'size': '201-500', 'industry': 'hospital & health care', 'location': {'name': 'college station, texas, united states'}}, 'location_names': ['wilmington, delaware, united states'], 'end_date': None, 'start_date': '2021-04', 'title': {'name': 'biotechnology', 'role': 'field supervisor', 'sub_role': None, 'levels': []}, 'is_primary': True, 'summary': None}]","[{'school': {'name': 'college of the mainland', 'type': 'post-secondary institution', 'location': {'name': 'mustang, oklahoma, united states'}}, 'end_date': '2017', 'start_date': '2000', 'gpa': None, 'degrees': ['doctorates'], 'majors': ['psychology', 'nursing'], 'minors': [], 'summary': None}, {'school': {'name': 'columbia university in the city of new york', 'type': 'post-secondary institution', 'location': {'name': 'bethesda, maryland, united states'}}, 'end_date': '1997', 'start_date': '1996', 'gpa': None, 'degrees': ['masters', 'master of business administration'], 'majors': ['computer science'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100720629', 'url': 'linkedin.com/in/yusuf-haddad-1091', 'username': 'yusuf-haddad-1091'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
noor mwangi,noor,mwangi,,linkedin.com/in/noor-mwangi-1092,noor-mwangi-1092,100728548,,,,business development,adjunct professor,automotive technician,[],quality-back-office,quality back office,,1001-5000,,business development,,,,,,,,,,,,,2012-07,"portland, oregon, united states",portland,,oregon,united states,north america,,,1520.0,"100,000-150,000",28.0,Adjunct Professor at Quality Back Office. 5 years across business development.,[],[],"['hiking', 'cycling', 'photography']","['process scheduler', 'video', 'offshore drilling', 'marksmanship', 'photoshop', 'gas', 'writing', 'broadband', 'publicity', 'testing', 'policy analysis', 'special operations', 'counterintelligence', 'materials management', 'contract negotiation', 'national security', 'combat', 'international logistics', 'organizational leadership', 'program evaluation', 'patient safety', 'applicant tracking systems', 'upstream', 'piping']","['portland, oregon, united states']",['oregon'],['united states'],[],"[{'company': {'name': 'quality back office', 'size': '51-200', 'industry': 'libraries', 'location': {'name': 'vienna, virginia, united states'}}, 'location_names': ['portland, oregon, united states'], 'end_date': None, 'start_date': '2021-06', 'title': {'name': 'adjunct professor', 'role': 'marketing', 'sub_role': None, 'levels': []}, 'is_primary': True, 'summary': None}, {'company': {'name': 'mustang public schools', 'size': '201-500', 'industry': 'government relations', 'location': {'name': 'wisconsin, united states'}}, 'location_names': ['portland, oregon, united states'], 'end_date': '2021-03', 'start_date': '2018-05', 'title': {'name': 'founder | director operations management security', 'role': 'automotive technician', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}, {'company': {'name': 'state of vermont', 'size': '11-50', 'industry': 'internet', 'location': {'name': 'green bay, wisconsin, united states'}}, 'location_names': ['portland, oregon, united states'], 'end_date': '2018-08', 'start_date': '2015-08', 'title': {'name': 'human resources specialist', 'role': 'media', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}, {'company': {'name': 'chenega corporation', 'size': '11-50', 'industry': 'information technology and services', 'location': {'name': 'asheville, north carolina, united states'}}, 'location_names': ['portland, oregon, united states'], 'end_date': '2015-07', 'start_date': '2012-01', 'title': {'name': 'marketing and advertising', 'role': 'resident agent in charge', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}]","[{'school': {'name': 'champlain college', 'type': 'post-secondary institution', 'location': {'name': 'south jacksonville, florida, united states'}}, 'end_date': '2014', 'start_date': '2003', 'gpa': None, 'degrees': ['bachelor of science', 'bachelors'], 'majors': ['political science', 'business administration'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100728548', 'url': 'linkedin.com/in/noor-mwangi-1092', 'username': 'noor-mwangi-1092'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
tara iversen,tara,iversen,male,linkedin.com/in/tara-iversen-1093,tara-iversen-1093,100736467,,,,primary/secondary education,systems administrator managed services,engineering,[],reallab,reallab,,1-10,,primary/secondary education,,,,,,,,,,,,,2022-06,"wisconsin, united states",wisconsin,,,united states,north america,,,1348.0,"70,000-85,000",16.0,Systems Administrator Managed Services at Reallab. 8 years across primary/secondary education.,[],[],"['chess', 'history']","['business services', 'negotiation', 'start ups', 'team building', 'human resources', 'proposal writing', 'budgets', 'teamwork', 'drilling', 'public speaking', 'problem solving', 'autocad', 'business analysis', 'politics', 'transportation', 'system', 'exercises', 'cabling', 'social media', 'marksmanship', 'newspapers', 'video production', 'administration', 'foreign policy', 'customer retention', 'curriculum design', 'government contracting']","['wisconsin, united states']",[],['united states'],[],"[{'company': {'name': 'reallab', 'size': '11-50', 'industry': 'public relations and communications', 'location': {'name': 'liberty hill, texas, united states'}}, 'location_names': ['wisconsin, united states'], 'end_date': None, 'start_date': '2021-06', 'title': {'name': 'systems administrator managed services', 'role': 'education', 'sub_role': None, 'levels': []}, 'is_primary': True, 'summary': None}, {'company': {'name': 'ambulnz', 'size': '1-10', 'industry': 'libraries', 'location': {'name': 'lorton, virginia, united states'}}, 'location_names': ['wisconsin, united states'], 'end_date': '2021-07', 'start_date': '2018-03', 'title': {'name': 'far part 21 and 145 quality inspector', 'role': 'media', 'sub_role': None, 'levels': ['owner']}, 'is_primary': False, 'summary': None}]","[{'school': {'name': 'jones international university', 'type': 'post-secondary institution', 'location': {'name': 'pittston, maine, united states'}}, 'end_date': '1999', 'start_date': '2009', 'gpa': None, 'degrees': ['master of business administration', 'masters'], 'majors': ['business administration'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100736467', 'url': 'linkedin.com/in/tara-iversen-1093', 'username': 'tara-iversen-1093'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
freya soltani,freya,soltani,,linkedin.com/in/freya-soltani-1094,freya-soltani-1094,100744386,,,,law enforcement,freelance editor,operations,[],the-university-of-kansas,the university of kansas,,11-50,,law enforcement,,,,,,,,,,,,,2022-03,"columbia, south carolina, united states",columbia,,south carolina,united states,north america,,,1746.0,"45,000-55,000",22.0,Freelance Editor at The University Of Kansas. 4 years across law enforcement.,[],[],[],"['homeland security', 'supervision', 'strategic communications', 'contractors', 'cad', 'international relations', 'electronics', 'conflict resolution', 'operational planning', 'coaching', 'exercises', 'higher education', 'customer relations', 'payroll']","['columbia, south carolina, united states']",['south carolina'],['united states'],[],"[{'company': {'name': 'the university of kansas', 'size': '201-500', 'industry': 'civic & social organization', 'location': {'name': 'wisconsin, united states'}}, 'location_names': ['columbia, south carolina, united states'], 'end_date': None, 'start_date': '2021-03', 'title': {'name': 'freelance editor', 'role': 'network controller', 'sub_role': None, 'levels': []}, 'is_primary': True, 'summary': None}]","[{'school': {'name': 'elliott school of international affairs', 'type': 'post-secondary institution', 'location': {'name': 'iraq'}}, 'end_date': '1992', 'start_date': '1988', 'gpa': None, 'degrees': ['associates'], 'majors': ['computer science'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100744386', 'url': 'linkedin.com/in/freya-soltani-1094', 'username': 'freya-soltani-1094'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
hugo pereira,hugo,pereira,female,linkedin.com/in/hugo-pereira-1095,hugo-pereira-1095,100752305,,,,"health, wellness and fitness",fire operations,engineering,[],iqvia,iqvia,,11-50,,"health, wellness and fitness",,,,,,,,,,,,,2016-01,"kansas city, missouri, united states",kansas city,,missouri,united states,north america,,,2694.0,"85,000-100,000",30.0,"Fire Operations at Iqvia. 8 years across health, wellness and fitness.",[],[],"['chess', 'hiking']","['military training', 'new media', 'information security', 'military aviation', 'weapons handling', 'html', 'top secret', 'volunteer management', 'counterinsurgency', 'photography', 'supply chain management', 'coordination', 'aircraft', 'program management', 'recruiting']","['kansas city, missouri, united states']",['missouri'],['united states'],[],"[{'company': {'name': 'iqvia', 'size': '201-500', 'industry': 'engineering', 'location': {'name': 'fort worth, texas, united states'}}, 'location_names': ['kansas city, missouri, united states'], 'end_date': None, 'start_date': '2021-03', 'title': {'name': 'fire operations', 'role': 'engineering', 'sub_role': None, 'levels': []}, 'is_primary': True, 'summary': None}]","[{'school': {'name': 'binghamton university', 'type': 'post-secondary institution', 'location': {'name': 'glenview, illinois, united states'}}, 'end_date': '2012', 'start_date': '2006', 'gpa': None, 'degrees': ['bachelor of science', 'master of business administration'], 'majors': ['business administration', 'nursing'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100752305', 'url': 'linkedin.com/in/hugo-pereira-1095', 'username': 'hugo-pereira-1095'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
dario koval,dario,koval,,linkedin.com/in/dario-koval-1096,dario-koval-1096,100760224,,,,commercial real estate,assistant director,human_resources,[],international-education-counselling-centre-iecc-,international education counselling centre (iecc),,11-50,,commercial real estate,,,,,,,,,,,,,2016-04,"frisco, texas, united states",frisco,,texas,united states,north america,,,1748.0,"100,000-150,000",17.0,Assistant Director at International Education Counselling Centre (Iecc). 14 years across commercial real estate.,[],[],"['history', 'music', 'chess', 'cycling']","['lean manufacturing', 'police', 'government', 'english', 'contingency planning', 'newspapers', 'program management', 'continuous improvement', 'real estate', 'oil and gas industry', 'american', 'cold calling', 'start ups', 'command and control', 'education', 'event planning', 'active directory', 'risk management', 'dod', 'policy analysis', 'subsea engineering']","['frisco, texas, united states']",['texas'],['united states'],[],"[{'company': {'name': 'international education counselling centre (iecc)', 'size': '1001-5000', 'industry': 'finance', 'location': {'name': 'great falls, montana, united states'}}, 'location_names': ['frisco, texas, united states'], 'end_date': None, 'start_date': '2021-05', 'title': {'name': 'assistant director', 'role': 'human_resources', 'sub_role': None, 'levels': []}, 'is_primary': True, 'summary': None}, {'company': {'name': 'j.e garmon consulting', 'size': '1001-5000', 'industry': 'financial services', 'location': {'name': 'springfield, tennessee, united states'}}, 'location_names': ['frisco, texas, united states'], 'end_date': '2021-02', 'start_date': '2018-08', 'title': {'name': 'cost engineer at phillips-medisize', 'role': 'resident agent in charge', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}, {'company': {'name': 'cybera', 'size': '11-50', 'industry': 'food production', 'location': {'name': 'green bay, wisconsin, united states'}}, 'location_names': ['frisco, texas, united states'], 'end_date': '2018-08', 'start_date': '2015-05', 'title': {'name': 'recruiting manager', 'role': 'project manager', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}]","[{'school': {'name': 'air command and staff college', 'type': 'post-secondary institution', 'location': {'name': 'new york, new york, united states'}}, 'end_date': '2018', 'start_date': '2004', 'gpa': None, 'degrees': ['bachelors', 'doctorates'], 'majors': ['engineering', 'computer science'], 'minors': [], 'summary': None}, {'school': {'name': 'fair lawn high school', 'type': 'post-secondary institution', 'location': {'name': 'newburgh, indiana, united states'}}, 'end_date': '2004', 'start_date': '1992', 'gpa': None, 'degrees': ['master of business administration'], 'majors': ['psychology', 'engineering'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100760224', 'url': 'linkedin.com/in/dario-koval-1096', 'username': 'dario-koval-1096'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
nina abiola,nina,abiola,male,linkedin.com/in/nina-abiola-1097,nina-abiola-1097,100768143,,,,business development,asset manager,assistant director international programs,[],pwc,pwc,,1-10,,business development,,,,,,,,,,,,,2019-06,"san jacinto, california, united states",san jacinto,,california,united states,north america,,,1916.0,"45,000-55,000",11.0,Asset Manager at Pwc. 4 years across business development.,[],[],['travel'],"['public speaking', 'data entry', 'content strategy', 'gas', 'adobe creative suite', 'student affairs', 'leadership development', 'finance', 'iraq', 'management', 'marine corps', 'c4isr', 'surveillance', 'law enforcement', 'excel', 'transportation planning', 'critical thinking', 'wireless', 'field service', 'hazardous materials', 'cold calling', 'helicopters']","['san jacinto, california, united states']",['california'],['united states'],[],"[{'company': {'name': 'pwc', 'size': '1-10', 'industry': 'apparel & fashion', 'location': {'name': 'chattanooga, tennessee, united states'}}, 'location_names': ['san jacinto, california, united states'], 'end_date': None, 'start_date': '2021-08', 'title': {'name': 'asset manager', 'role': 'engineering', 'sub_role': None, 'levels': []}, 'is_primary': True, 'summary': None}, {'company': {'name': 'dyncorp international', 'size': '1-10', 'industry': 'hospitality', 'location': {'name': 'tustin, california, united states'}}, 'location_names': ['san jacinto, california, united states'], 'end_date': '2021-05', 'start_date': '2018-03', 'title': {'name': 'clinical site manager ii', 'role': 'education', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}, {'company': {'name': 'portland police bureau', 'size': '201-500', 'industry': 'commercial real estate', 'location': {'name': 'gardner, kansas, united states'}}, 'location_names': ['san jacinto, california, united states'], 'end_date': '2018-05', 'start_date': '2015-01', 'title': {'name': 'data analyst', 'role': 'transportation operations manager', 'sub_role': None, 'levels': ['vp']}, 'is_primary': False, 'summary': None}]","[{'school': {'name': 'dixon high school', 'type': 'post-secondary institution', 'location': {'name': 'rochester, new york, united states'}}, 'end_date': '2017', 'start_date': '1999', 'gpa': None, 'degrees': ['master of business administration', 'bachelors'], 'majors': ['engineering', 'psychology'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100768143', 'url': 'linkedin.com/in/nina-abiola-1097', 'username': 'nina-abiola-1097'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
hugo kaminski,hugo,kaminski,female,linkedin.com/in/hugo-kaminski-1098,hugo-kaminski-1098,100776062,,,,legislative office,business broker,media,[],concord,concord,,201-500,,legislative office,,,,,,,,,,,,,2013-06,"charlotte, north carolina, united states",charlotte,,north carolina,united states,north america,,,1531.0,"100,000-150,000",10.0,Business Broker at Concord. 20 years across legislative office.,[],[],['chess'],"['engineering', 'security management', 'fundraising', 'news writing', 'copywriting', 'microsoft word', 'telecommunications', 'top secret', 'windows 7', 'politics']","['charlotte, north carolina, united states']",['north carolina'],['united states'],[],"[{'company': {'name': 'concord', 'size': '1-10', 'industry': 'electrical/electronic manufacturing', 'location': {'name': 'falls church, virginia, united states'}}, 'location_names': ['charlotte, north carolina, united states'], 'end_date': None, 'start_date': '2021-06', 'title': {'name': 'business broker', 'role': 'resident agent in charge', 'sub_role': None, 'levels': ['manager']}, 'is_primary': True, 'summary': None}, {'company': {'name': 'department of veterans affairs', 'size': '11-50', 'industry': 'hospital & health care', 'location': {'name': 'mineola, new york, united states'}}, 'location_names': ['charlotte, north carolina, united states'], 'end_date': '2021-04', 'start_date': '2018-07', 'title': {'name': 'financial advisor', 'role': 'engineering', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}, {'company': {'name': 'cna', 'size': '51-200', 'industry': 'government administration', 'location': {'name': 'farmingdale, new jersey, united states'}}, 'location_names': ['charlotte, north carolina, united states'], 'end_date': '2018-02', 'start_date': '2015-04', 'title': {'name': 'financial planner', 'role': 'property and consumable controller', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}]","[{'school': {'name': 'grover cleveland high school (queens)', 'type': 'post-secondary institution', 'location': {'name': 'temple, texas, united states'}}, 'end_date': '2014', 'start_date': '2012', 'gpa': None, 'degrees': ['bachelors', 'masters'], 'majors': ['computer science', 'business administration'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100776062', 'url': 'linkedin.com/in/hugo-kaminski-1098', 'username': 'hugo-kaminski-1098'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
leila okoro,leila,okoro,male,linkedin.com/in/leila-okoro-1099,leila-okoro-1099,100783981,,,,"health, wellness and fitness",assistant process engineer,business owner,[],instrumental-music-company,instrumental music company,,11-50,,"health, wellness and fitness",,,,,,,,,,,,,2018-04,"smithville, texas, united states",smithville,,texas,united states,north america,,,575.0,"70,000-85,000",18.0,"Assistant Process Engineer at Instrumental Music Company. 7 years across health, wellness and fitness.",[],[],"['music', 'travel', 'cycling', 'history']","['gas', 'asset management', 'property', 'switches', 'emergency management', 'physical security', 'transportation planning', 'change management', 'electronic warfare', 'access control', 'account management', 'customer relationship management', 'newsletters', 'business process improvement', 'budgets', 'capacity building']","['smithville, texas, united states']",['texas'],['united states'],[],"[{'company': {'name': 'instrumental music company', 'size': '11-50', 'industry': 'civil engineering', 'location': {'name': 'arlington, virginia, united states'}}, 'location_names': ['smithville, texas, united states'], 'end_date': None, 'start_date': '2021-08', 'title': {'name': 'assistant process engineer', 'role': '2020-12-01', 'sub_role': None, 'levels': []}, 'is_primary': True, 'summary': None}, {'company': {'name': 'national vendor', 'size': '201-500', 'industry': 'mechanical or industrial engineering', 'location': {'name': 'overland park, kansas, united states'}}, 'location_names': ['smithville, texas, united states'], 'end_date': '2021-04', 'start_date': '2018-01', 'title': {'name': 'armed federal security', 'role': 'research associate professor and adjunct professor of biology', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}]","[{'school': {'name': 'breaux bridge senior high school', 'type': 'post-secondary institution', 'location': {'name': 'redding, california, united states'}}, 'end_date': '1998', 'start_date': '1994', 'gpa': None, 'degrees': ['associates', 'master of business administration'], 'majors': ['business administration'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100783981', 'url': 'linkedin.com/in/leila-okoro-1099', 'username': 'leila-okoro-1099'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
lena schreiber,lena,schreiber,male,linkedin.com/in/lena-schreiber-1100,lena-schreiber-1100,100791900,,,,international affairs,logistics supervisor,transportation operations manager,[],sacramento-area-leaders-in-operations-management-sustainment,sacramento area leaders in operations & management sustainment,,11-50,,international affairs,,,,,,,,,,,,,2015-03,"frisco, texas, united states",frisco,,texas,united states,north america,,,150.0,"100,000-150,000",5.0,Logistics Supervisor at Sacramento Area Leaders In Operations & Management Sustainment. 8 years across international affairs.,[],[],['music'],"['pipelines', 'government', 'readiness', 'oil and gas industry', 'social services', 'facebook', 'engineering management', 'international logistics', 'commissioning', 'crisis intervention', 'engineering', 'payroll', 'french', 'social media marketing', 'supervisory skills', 'personal protection', 'legal research', 'sharepoint', 'system administration', 'english', 'newspapers', 'top secret', 'subsea engineering', 'airborne']","['frisco, texas, united states']",['texas'],['united states'],[],"[{'company': {'name': 'sacramento area leaders in operations & management sustainment', 'size': '1-10', 'industry': 'political organization', 'location': {'name': 'centreville, virginia, united states'}}, 'location_names': ['frisco, texas, united states'], 'end_date': None, 'start_date': '2021-02', 'title': {'name': 'logistics supervisor', 'role': 'business owner', 'sub_role': None, 'levels': []}, 'is_primary': True, 'summary': None}, {'company': {'name': 'austin defense logistics', 'size': '1001-5000', 'industry': 'human resources', 'location': {'name': 'tustin, california, united states'}}, 'location_names': ['frisco, texas, united states'], 'end_date': '2021-09', 'start_date': '2018-09', 'title': {'name': 'contract specialist', 'role': 'vp; relationship manager, specialized cash management', 'sub_role': None, 'levels': ['entry']}, 'is_primary': False, 'summary': None}, {'company': {'name': 'research innovations incorporated', 'size': '201-500', 'industry': 'food production', 'location': {'name': 'houston, texas, united states'}}, 'location_names': ['frisco, texas, united states'], 'end_date': '2018-04', 'start_date': '2015-03', 'title': {'name': 'hardware specialist 1', 'role': 'business owner', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}]","[{'school': {'name': 'caesar rodney senior high', 'type': 'post-secondary institution', 'location': {'name': 'port orange, florida, united states'}}, 'end_date': '2009', 'start_date': '1987', 'gpa': None, 'degrees': ['associates', 'bachelors'], 'majors': ['nursing'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100791900', 'url': 'linkedin.com/in/lena-schreiber-1100', 'username': 'lena-schreiber-1100'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
anton petrov,anton,petrov,female,linkedin.com/in/anton-petrov-1101,anton-petrov-1101,100799819,,,,government relations,assistant director,assistant director international programs,['partner'],northrop-grumman-corporation,northrop grumman corporation,,201-500,,government relations,,,,,,,,,,,,,2021-03,"anchorage, alaska, united states",anchorage,,alaska,united states,north america,,,3155.0,"55,000-70,000",28.0,Assistant Director at Northrop Grumman Corporation. 18 years across government relations.,[],[],"['history', 'cycling']","['airborne', 'team building', 'weapons handling', 'problem solving', 'spss', 'servers', 'field service', 'project management', 'purchasing', 'engineering management', 'magazines', 'autocad', 'hardware', 'sharepoint', 'financial reporting', 'testing', 'telecommunications', 'safety management systems', 'occupational health', 'surveillance', 'program development', 'weapons', 'transportation', 'aerospace', 'retail']","['anchorage, alaska, united states']",['alaska'],['united states'],[],"[{'company': {'name': 'northrop grumman corporation', 'size': '1-10', 'industry': 'human resources', 'location': {'name': 'smithville, texas, united states'}}, 'location_names': ['anchorage, alaska, united states'], 'end_date': None, 'start_date': '2021-01', 'title': {'name': 'assistant director', 'role': 'media', 'sub_role': None, 'levels': []}, 'is_primary': True, 'summary': None}, {'company': {'name': 'state of vermont', 'size': '11-50', 'industry': 'engineering', 'location': {'name': 'chief investment officer at ohio school employees retirement system'}}, 'location_names': ['anchorage, alaska, united states'], 'end_date': '2021-09', 'start_date': '2018-01', 'title': {'name': 'summer intern', 'role': 'retail sales associate', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}, {'company': {'name': 'blueally', 'size': '1001-5000', 'industry': 'international affairs', 'location': {'name': 'gardner, kansas, united states'}}, 'location_names': ['anchorage, alaska, united states'], 'end_date': '2018-01', 'start_date': '2015-08', 'title': {'name': 'team manager social media', 'role': 'vp; relationship manager, specialized cash management', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}]","[{'school': {'name': 'delta state university, nigeria', 'type': 'post-secondary institution', 'location': {'name': 'frisco, texas, united states'}}, 'end_date': '1996', 'start_date': '2014', 'gpa': None, 'degrees': ['masters'], 'majors': ['psychology'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100799819', 'url': 'linkedin.com/in/anton-petrov-1101', 'username': 'anton-petrov-1101'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
tara vogel,tara,vogel,,linkedin.com/in/tara-vogel-1102,tara-vogel-1102,100807738,,,,consumer electronics,lieutenant junior grade,legal,[],alan-plummer-associates-inc,"alan plummer associates, inc",,1001-5000,,consumer electronics,,,,,,,,,,,,,2021-06,"new york, new york, united states",new york,,new york,united states,north america,,,1095.0,"100,000-150,000",26.0,"Lieutenant Junior Grade at Alan Plummer Associates, Inc. 12 years across consumer electronics.",[],[],[],"['feature articles', 'supply chain', 'military liaison', 'new business development', 'english', 'construction safety', 'inventory management', 'information assurance', 'supply chain management', 'aircraft maintenance', 'surveillance', 'proposal writing', 'program development', 'project planning', 'organizational development', 'logistics', 'broadcast', 'american', 'safety management systems', 'adult education', 'marketing strategy']","['new york, new york, united states']",['new york'],['united states'],[],"[{'company': {'name': 'alan plummer associates, inc', 'size': '1001-5000', 'industry': 'human resources', 'location': {'name': 'smithville, texas, united states'}}, 'location_names': ['new york, new york, united states'], 'end_date': None, 'start_date': '2021-02', 'title': {'name': 'lieutenant junior grade', 'role': 'paramedic- medical officer and supervisor', 'sub_role': None, 'levels': []}, 'is_primary': True, 'summary': None}, {'company': {'name': 'mastercard', 'size': '51-200', 'industry': 'food production', 'location': {'name': 'dallas, texas, united states'}}, 'location_names': ['new york, new york, united states'], 'end_date': '2021-05', 'start_date': '2018-07', 'title': {'name': 'kbr-inc', 'role': 'finance', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}, {'company': {'name': 'comstrat corporation', 'size': '51-200', 'industry': 'consumer services', 'location': {'name': 'quincy, massachusetts, united states'}}, 'location_names': ['new york, new york, united states'], 'end_date': '2018-03', 'start_date': '2015-02', 'title': {'name': 'defense & space', 'role': 'human_resources', 'sub_role': None, 'levels': ['senior']}, 'is_primary': False, 'summary': None}, {'company': {'name': 'air tech spray solutions', 'size': '1-10', 'industry': 'health, wellness and fitness', 'location': {'name': 'liberty hill, texas, united states'}}, 'location_names': ['new york, new york, united states'], 'end_date': '2015-04', 'start_date': '2012-05', 'title': {'name': 'financial services', 'role': 'resident agent in charge', 'sub_role': None, 'levels': []}, 'is_primary': False, 'summary': None}]","[{'school': {'name': 'baumholder american high school, germany', 'type': 'post-secondary institution', 'location': {'name': 'overland park, kansas, united states'}}, 'end_date': '2009', 'start_date': '2016', 'gpa': None, 'degrees': ['masters'], 'majors': ['political science', 'engineering'], 'minors': [], 'summary': None}]","[{'network': 'linkedin', 'id': '100807738', 'url': 'linkedin.com/in/tara-vogel-1102', 'username': 'tara-vogel-1102'}]",[],"[{'name': 'english', 'proficiency': None}]","{'status': 'updated', 'contains': [], 'previous_version': '12.0', 'current_version': '13.0'}",,,,,,,,,,,,,,,,,,
